Average Reward,Epsilon
5000,0.89991
5000,0.899820009
5000,0.8997300269991001
5000,0.8996400539964002
5000,0.8995500899910006
5000,0.8994601349820015
5000,0.8993701889685033
5000,0.8992802519496065
5000,0.8991903239244116
5000,0.8991004048920191
5000,0.89901049485153
5000,0.8989205938020448
5000,0.8988307017426647
5000,0.8987408186724904
5000,0.8986509445906232
-10000,0.8985610794961642
5000,0.8984712233882145
5000,0.8983813762658757
5000,0.8982915381282491
5000,0.8982017089744363
5000,0.8981118888035389
5000,0.8980220776146586
5000,0.8979322754068971
5000,0.8978424821793565
5000,0.8977526979311385
5000,0.8976629226613454
5000,0.8975731563690793
5000,0.8974833990534424
5000,0.897393650713537
5000,0.8973039113484657
5000,0.8972141809573309
5000,0.8971244595392351
5000,0.8970347470932812
5000,0.896945043618572
5000,0.8968553491142102
5000,0.8967656635792988
5000,0.8966759870129408
5000,0.8965863194142395
5000,0.8964966607822981
5000,0.8964070111162198
5000,0.8963173704151082
5000,0.8962277386780667
5000,0.8961381159041989
5000,0.8960485020926084
5000,0.8959588972423992
5000,0.895869301352675
5000,0.8957797144225397
5000,0.8956901364510974
5000,0.8956005674374523
5000,0.8955110073807085
5000,0.8954214562799705
5000,0.8953319141343425
10000,0.8952423809429291
5000,0.8951528567048348
5000,0.8950633414191643
5000,0.8949738350850224
5000,0.8948843377015139
5000,0.8947948492677438
5000,0.894705369782817
5000,0.8946158992458387
5000,0.8945264376559141
5000,0.8944369850121485
5000,0.8943475413136474
5000,0.894258106559516
5000,0.89416868074886
5000,0.8940792638807852
5000,0.8939898559543971
5000,0.8939004569688016
5000,0.8938110669231047
5000,0.8937216858164124
5000,0.8936323136478308
5000,0.893542950416466
5000,0.8934535961214244
5000,0.8933642507618123
5000,0.8932749143367361
5000,0.8931855868453025
5000,0.8930962682866179
5000,0.8930069586597893
5000,0.8929176579639233
5000,0.8928283661981269
5000,0.8927390833615071
5000,0.892649809453171
5000,0.8925605444722257
5000,0.8924712884177785
5000,0.8923820412889367
5000,0.8922928030848079
5000,0.8922035738044993
5000,0.8921143534471189
5000,0.8920251420117742
5000,0.891935939497573
5000,0.8918467459036232
5000,0.8917575612290328
5000,0.8916683854729099
5000,0.8915792186343626
5000,0.8914900607124991
5000,0.8914009117064279
5000,0.8913117716152572
5000,0.8912226404380957
5000,0.891133518174052
5000,0.8910444048222346
5000,0.8909553003817523
5000,0.8908662048517141
5000,0.890777118231229
5000,0.8906880405194059
5000,0.890598971715354
5000,0.8905099118181824
5000,0.8904208608270006
5000,0.8903318187409178
5000,0.8902427855590438
5000,0.8901537612804878
5000,0.8900647459043598
10000,0.8899757394297694
5000,0.8898867418558264
5000,0.8897977531816408
5000,0.8897087734063226
5000,0.889619802528982
5000,0.8895308405487291
5000,0.8894418874646742
5000,0.8893529432759277
-10000,0.8892640079816001
5000,0.8891750815808019
5000,0.8890861640726438
5000,0.8889972554562366
5000,0.888908355730691
5000,0.888819464895118
5000,0.8887305829486285
5000,0.8886417098903336
5000,0.8885528457193446
5000,0.8884639904347726
5000,0.8883751440357291
5000,0.8882863065213256
5000,0.8881974778906735
5000,0.8881086581428844
5000,0.8880198472770702
5000,0.8879310452923425
5000,0.8878422521878132
5000,0.8877534679625945
5000,0.8876646926157982
5000,0.8875759261465366
5000,0.887487168553922
5000,0.8873984198370666
10000,0.8873096799950829
5000,0.8872209490270834
5000,0.8871322269321806
10000,0.8870435137094874
5000,0.8869548093581164
5000,0.8868661138771806
5000,0.8867774272657929
5000,0.8866887495230663
5000,0.886600080648114
5000,0.8865114206400492
5000,0.8864227694979852
5000,0.8863341272210353
5000,0.8862454938083132
5000,0.8861568692589323
5000,0.8860682535720065
5000,0.8859796467466493
10000,0.8858910487819747
5000,0.8858024596770965
5000,0.8857138794311288
5000,0.8856253080431857
5000,0.8855367455123814
5000,0.8854481918378302
5000,0.8853596470186464
5000,0.8852711110539446
5000,0.8851825839428392
5000,0.8850940656844449
5000,0.8850055562778765
5000,0.8849170557222487
5000,0.8848285640166764
5000,0.8847400811602748
5000,0.8846516071521587
-10000,0.8845631419914435
5000,0.8844746856772443
5000,0.8843862382086766
5000,0.8842977995848557
10000,0.8842093698048972
5000,0.8841209488679167
5000,0.88403253677303
5000,0.8839441335193526
5000,0.8838557391060007
5000,0.8837673535320901
5000,0.8836789767967369
5000,0.8835906088990573
5000,0.8835022498381674
5000,0.8834138996131836
5000,0.8833255582232223
5000,0.8832372256674
5000,0.8831489019448333
5000,0.8830605870546389
5000,0.8829722809959334
5000,0.8828839837678338
5000,0.882795695369457
5000,0.8827074157999201
5000,0.88261914505834
5000,0.8825308831438342
5000,0.8824426300555198
5000,0.8823543857925142
5000,0.882266150353935
5000,0.8821779237388996
5000,0.8820897059465257
5000,0.882001496975931
5000,0.8819132968262334
5000,0.8818251054965508
5000,0.8817369229860011
5000,0.8816487492937025
5000,0.8815605844187732
5000,0.8814724283603314
5000,0.8813842811174953
5000,0.8812961426893836
5000,0.8812080130751146
5000,0.8811198922738072
5000,0.8810317802845797
5000,0.8809436771065513
5000,0.8808555827388407
5000,0.8807674971805668
5000,0.8806794204308488
5000,0.8805913524888057
5000,0.8805032933535568
5000,0.8804152430242215
10000,0.880327201499919
5000,0.880239168779769
5000,0.880151144862891
5000,0.8800631297484047
5000,0.8799751234354299
5000,0.8798871259230864
5000,0.8797991372104941
5000,0.8797111572967731
5000,0.8796231861810434
5000,0.8795352238624253
5000,0.8794472703400391
5000,0.8793593256130051
5000,0.8792713896804438
5000,0.8791834625414758
5000,0.8790955441952217
5000,0.8790076346408022
5000,0.8789197338773381
5000,0.8788318419039504
5000,0.87874395871976
5000,0.878656084323888
5000,0.8785682187154557
5000,0.8784803618935841
5000,0.8783925138573948
5000,0.878304674606009
5000,0.8782168441385484
5000,0.8781290224541346
5000,0.8780412095518892
5000,0.877953405430934
5000,0.877865610090391
5000,0.8777778235293819
5000,0.877690045747029
5000,0.8776022767424543
5000,0.8775145165147801
5000,0.8774267650631286
5000,0.8773390223866222
5000,0.8772512884843835
5000,0.877163563355535
5000,0.8770758469991995
5000,0.8769881394144996
5000,0.8769004406005582
5000,0.8768127505564981
5000,0.8767250692814424
5000,0.8766373967745144
5000,0.876549733034837
5000,0.8764620780615335
5000,0.8763744318537274
5000,0.876286794410542
5000,0.876199165731101
5000,0.8761115458145279
5000,0.8760239346599464
5000,0.8759363322664805
5000,0.8758487386332539
5000,0.8757611537593906
5000,0.8756735776440147
5000,0.8755860102862503
5000,0.8754984516852217
5000,0.8754109018400531
5000,0.8753233607498692
5000,0.8752358284137942
5000,0.8751483048309529
5000,0.8750607900004698
5000,0.8749732839214698
5000,0.8748857865930777
5000,0.8747982980144184
5000,0.874710818184617
5000,0.8746233471027985
5000,0.8745358847680883
5000,0.8744484311796115
5000,0.8743609863364935
5000,0.8742735502378599
5000,0.8741861228828361
5000,0.8740987042705479
5000,0.8740112944001209
5000,0.8739238932706809
5000,0.8738365008813538
5000,0.8737491172312657
5000,0.8736617423195425
10000,0.8735743761453105
5000,0.873487018707696
5000,0.8733996700058252
5000,0.8733123300388246
5000,0.8732249988058207
5000,0.8731376763059402
5000,0.8730503625383096
5000,0.8729630575020557
5000,0.8728757611963055
5000,0.8727884736201859
5000,0.8727011947728238
5000,0.8726139246533465
5000,0.8725266632608812
5000,0.8724394105945552
5000,0.8723521666534958
5000,0.8722649314368305
5000,0.8721777049436868
5000,0.8720904871731925
5000,0.8720032781244752
5000,0.8719160777966628
5000,0.8718288861888831
5000,0.8717417033002642
5000,0.8716545291299342
5000,0.8715673636770213
5000,0.8714802069406535
5000,0.8713930589199594
5000,0.8713059196140674
5000,0.871218789022106
5000,0.8711316671432038
5000,0.8710445539764895
5000,0.8709574495210919
5000,0.8708703537761397
5000,0.8707832667407621
5000,0.870696188414088
5000,0.8706091187952466
5000,0.8705220578833671
5000,0.8704350056775788
5000,0.870347962177011
5000,0.8702609273807933
5000,0.8701739012880553
5000,0.8700868838979264
5000,0.8699998752095367
5000,0.8699128752220158
5000,0.8698258839344936
5000,0.8697389013461001
5000,0.8696519274559655
5000,0.86956496226322
5000,0.8694780057669936
5000,0.8693910579664169
5000,0.8693041188606203
5000,0.8692171884487343
5000,0.8691302667298895
5000,0.8690433537032165
5000,0.8689564493678462
5000,0.8688695537229094
5000,0.8687826667675371
5000,0.8686957885008604
5000,0.8686089189220103
5000,0.8685220580301182
5000,0.8684352058243152
5000,0.8683483623037328
5000,0.8682615274675024
5000,0.8681747013147557
5000,0.8680878838446242
5000,0.8680010750562398
5000,0.8679142749487342
5000,0.8678274835212393
5000,0.8677407007728871
5000,0.8676539267028098
5000,0.8675671613101396
5000,0.8674804045940085
5000,0.8673936565535492
5000,0.8673069171878938
5000,0.8672201864961749
5000,0.8671334644775254
5000,0.8670467511310777
5000,0.8669600464559646
5000,0.866873350451319
5000,0.8667866631162738
5000,0.8666999844499622
5000,0.8666133144515172
5000,0.866526653120072
5000,0.86644000045476
5000,0.8663533564547146
5000,0.8662667211190691
5000,0.8661800944469572
5000,0.8660934764375126
5000,0.8660068670898688
5000,0.8659202664031599
5000,0.8658336743765196
5000,0.865747091009082
5000,0.8656605162999811
5000,0.865573950248351
5000,0.8654873928533262
5000,0.8654008441140408
5000,0.8653143040296294
5000,0.8652277725992265
5000,0.8651412498219665
5000,0.8650547356969843
5000,0.8649682302234146
5000,0.8648817334003923
5000,0.8647952452270523
5000,0.8647087657025296
5000,0.8646222948259594
5000,0.8645358325964768
5000,0.8644493790132172
5000,0.8643629340753158
5000,0.8642764977819083
5000,0.8641900701321301
-10000,0.8641036511251169
5000,0.8640172407600044
5000,0.8639308390359284
5000,0.8638444459520248
5000,0.8637580615074296
5000,0.8636716857012788
5000,0.8635853185327087
5000,0.8634989600008555
5000,0.8634126101048554
5000,0.8633262688438449
5000,0.8632399362169605
-10000,0.8631536122233388
5000,0.8630672968621165
5000,0.8629809901324302
5000,0.862894692033417
5000,0.8628084025642137
5000,0.8627221217239572
5000,0.8626358495117848
5000,0.8625495859268337
5000,0.862463330968241
5000,0.8623770846351442
5000,0.8622908469266807
5000,0.862204617841988
5000,0.8621183973802038
5000,0.8620321855404658
5000,0.8619459823219118
5000,0.8618597877236795
5000,0.8617736017449071
5000,0.8616874243847327
5000,0.8616012556422942
5000,0.86151509551673
5000,0.8614289440071783
5000,0.8613428011127776
5000,0.8612566668326663
5000,0.861170541165983
5000,0.8610844241118665
5000,0.8609983156694553
5000,0.8609122158378884
5000,0.8608261246163046
5000,0.860740042003843
5000,0.8606539679996427
5000,0.8605679026028427
5000,0.8604818458125824
5000,0.8603957976280011
5000,0.8603097580482383
-10000,0.8602237270724334
5000,0.8601377046997262
5000,0.8600516909292562
5000,0.8599656857601632
5000,0.8598796891915872
5000,0.8597937012226681
5000,0.8597077218525458
10000,0.8596217510803607
5000,0.8595357889052526
5000,0.8594498353263621
5000,0.8593638903428295
5000,0.8592779539537951
5000,0.8591920261583997
5000,0.8591061069557839
5000,0.8590201963450884
5000,0.8589342943254539
5000,0.8588484008960213
5000,0.8587625160559317
5000,0.8586766398043261
5000,0.8585907721403456
10000,0.8585049130631316
5000,0.8584190625718253
5000,0.8583332206655682
5000,0.8582473873435016
5000,0.8581615626047673
5000,0.8580757464485068
5000,0.857989938873862
5000,0.8579041398799746
5000,0.8578183494659866
5000,0.85773256763104
5000,0.8576467943742769
5000,0.8575610296948395
5000,0.85747527359187
5000,0.8573895260645109
5000,0.8573037871119045
5000,0.8572180567331933
5000,0.85713233492752
5000,0.8570466216940272
5000,0.8569609170318578
5000,0.8568752209401547
5000,0.8567895334180606
5000,0.8567038544647189
5000,0.8566181840792724
5000,0.8565325222608644
5000,0.8564468690086383
5000,0.8563612243217374
5000,0.8562755881993053
5000,0.8561899606404854
5000,0.8561043416444213
5000,0.8560187312102568
5000,0.8559331293371358
5000,0.8558475360242022
5000,0.8557619512705997
5000,0.8556763750754727
5000,0.8555908074379651
5000,0.8555052483572213
5000,0.8554196978323856
5000,0.8553341558626023
5000,0.855248622447016
5000,0.8551630975847714
5000,0.8550775812750129
5000,0.8549920735168853
5000,0.8549065743095337
5000,0.8548210836521027
5000,0.8547356015437375
5000,0.8546501279835832
5000,0.8545646629707848
5000,0.8544792065044877
5000,0.8543937585838373
5000,0.8543083192079789
5000,0.8542228883760581
5000,0.8541374660872205
5000,0.8540520523406118
5000,0.8539666471353777
5000,0.8538812504706642
5000,0.8537958623456171
5000,0.8537104827593825
5000,0.8536251117111067
5000,0.8535397491999356
5000,0.8534543952250156
5000,0.8533690497854931
5000,0.8532837128805145
5000,0.8531983845092265
5000,0.8531130646707755
5000,0.8530277533643085
10000,0.852942450588972
5000,0.8528571563439131
5000,0.8527718706282787
5000,0.8526865934412159
5000,0.8526013247818718
5000,0.8525160646493936
5000,0.8524308130429287
5000,0.8523455699616244
5000,0.8522603354046282
5000,0.8521751093710878
5000,0.8520898918601506
5000,0.8520046828709646
5000,0.8519194824026776
5000,0.8518342904544373
5000,0.8517491070253919
5000,0.8516639321146894
5000,0.851578765721478
5000,0.8514936078449058
5000,0.8514084584841213
5000,0.8513233176382728
5000,0.8512381853065091
5000,0.8511530614879784
5000,0.8510679461818297
5000,0.8509828393872115
5000,0.8508977411032728
5000,0.8508126513291624
5000,0.8507275700640294
5000,0.850642497307023
5000,0.8505574330572924
5000,0.8504723773139866
5000,0.8503873300762552
5000,0.8503022913432476
5000,0.8502172611141133
5000,0.850132239388002
5000,0.8500472261640631
5000,0.8499622214414467
5000,0.8498772252193026
5000,0.8497922374967807
5000,0.8497072582730311
5000,0.8496222875472038
5000,0.849537325318449
5000,0.8494523715859172
5000,0.8493674263487586
5000,0.8492824896061237
5000,0.8491975613571632
5000,0.8491126416010275
5000,0.8490277303368674
5000,0.8489428275638338
5000,0.8488579332810774
5000,0.8487730474877493
5000,0.8486881701830005
5000,0.8486033013659822
5000,0.8485184410358456
5000,0.848433589191742
5000,0.8483487458328229
5000,0.8482639109582396
5000,0.8481790845671437
5000,0.848094266658687
5000,0.8480094572320211
